County,Year,Class,Dollar Damage,Approximate Size (Acres),Approximate Latitude,Approximate Longitude,Average Temperature In Year In County,Average Precipitation In Year In County,Cost Class
Fresno,2016,B,275.7027027,4.63,36.761006,-119.655019,57.4,17.51,B
Humboldt,2016,B,11379.17857,4.63,40.706673,-123.925818,56.3,68.13,E
Inyo,2016,B,70,4.63,36.561977,-117.403927,61.9,5.55,A
Lake,2016,B,21.42857143,4.63,39.094802,-122.746757,59.3,39.63,A
Lassen,2016,B,10000,4.63,40.721086,-120.629952,49.2,22.19,
Madera,2016,B,132.6388889,4.63,37.209821,-119.749802,58.2,20.38,B
Mariposa,2016,B,1309.090909,4.63,37.570033,-119.91286,57,27.95,C
Mendocino,2016,B,8713.37931,4.63,39.432388,-123.442881,57.7,51.24,D
Merced,2016,B,680,4.63,37.194806,-120.722802,64.1,11.62,C
Modoc,2016,B,50000,4.63,41.592918,-120.71837,49.2,20.41,E
Monterey,2016,B,504.3478261,4.63,36.240107,-121.315572,60.6,18.06,C
Napa,2016,B,11764.70588,4.63,38.5071,-122.325904,61.3,23.41,E
Nevada,2016,B,22721.85714,4.63,39.297508,-120.771343,54.2,46.33,E
Riverside,2016,B,14.76190476,4.63,33.729828,-116.002239,69.7,7,A
Sacramento,2016,B,200.1666667,4.63,38.450011,-121.340441,64.1,15.4,B
San Benito,2016,B,3233.555556,4.63,36.610702,-121.085296,60.7,15.86,D
San Bernardino,2016,B,325,4.63,34.85722,-116.181197,67.8,6.02,B
San Diego,2016,B,7721.621622,4.63,33.023604,-116.776117,64.6,12.51,D
San Joaquin,2016,B,300,4.63,37.934982,-121.272244,63.9,12.54,B
San Luis Obispo,2016,B,839.3846154,4.63,35.385224,-120.447544,61.3,11.59,C
San Mateo,2016,B,1000,4.63,37.414663,-122.371545,59,22.11,C
Santa Clara,2016,B,78.61538462,4.63,37.220777,-121.690622,60.2,21.45,A
Santa Cruz,2016,B,666.6666667,4.63,37.012488,-122.007205,59.9,28.5,C
Shasta,2016,B,1106.840909,4.63,40.760514,-122.043556,57.4,40.6,C
Siskiyou,2016,B,105.5555556,4.63,41.587986,-122.533287,51.4,41.63,B
Solano,2016,B,200.6,4.63,38.267226,-121.939594,62.8,15.43,B
Sonoma,2016,B,17387.29032,4.63,38.525182,-122.92611,59.1,33.97,E
Stanislaus,2016,B,340,4.63,37.562316,-121.002831,63.2,13.66,B
Tulare,2016,B,57.86956522,4.63,36.228824,-118.781061,56,19.79,A
Tuolumne,2016,B,1070.444444,4.63,38.021434,-119.964733,51.9,39.63,C
Yolo,2016,B,271.4285714,4.63,38.679595,-121.902441,63.8,15.08,B
Yuba,2016,B,7080.8,4.63,39.266247,-121.340781,62.6,31.1,D
Amador,2015,B,35.29411765,4.63,38.44355,-120.653856,60.8,29.98,A
El Dorado,2015,B,134.6229508,4.63,38.785532,-120.534398,56.6,37.59,B
Sacramento,2015,B,12.5,4.63,38.450011,-121.340441,64.7,18.69,A
Del Norte,2015,B,83.33333333,4.63,41.749903,-123.980998,55.1,67.54,A
Humboldt,2015,B,37326.88406,4.63,40.706673,-123.925818,56.9,54.93,E
Lassen,2015,B,100,4.63,40.721086,-120.629952,50.2,19.68,
Mendocino,2015,B,6287.4,4.63,39.432388,-123.442881,58.1,55.59,D
Nevada,2015,B,357.1428571,4.63,39.297508,-120.771343,55,46.52,B
Yuba,2015,B,17857.14286,4.63,39.266247,-121.340781,63.2,37.63,E
San Mateo,2015,B,42.85714286,4.63,37.414663,-122.371545,59.6,28.49,A
Santa Cruz,2015,B,150,4.63,37.012488,-122.007205,60.1,33.43,B
Alameda,2015,B,2960.807692,4.63,37.647139,-121.912488,61.8,19.78,D
Contra Costa,2015,B,426.4285714,4.63,37.919479,-121.951543,62.5,20.94,B
Santa Clara,2015,B,134.96,4.63,37.220777,-121.690622,60.9,24.2,B
San Joaquin,2015,B,383.3333333,4.63,37.934982,-121.272244,64.3,14.2,B
San Joaquin,2015,B,230,4.63,37.934982,-121.272244,64.3,14.2,B
San Joaquin,2015,B,164.2857143,4.63,37.934982,-121.272244,64.3,14.2,B
Trinity,2015,B,1000,4.63,40.647724,-123.114404,55.5,55.55,C
Shasta,2015,B,1344.169811,4.63,40.760514,-122.043556,57.9,44.55,C
Siskiyou,2015,B,8000,4.63,41.587986,-122.533287,52,36.98,D
Siskiyou,2015,B,320,4.63,41.587986,-122.533287,52,36.98,B
Colusa,2015,B,2167,4.63,39.177739,-122.237563,64.2,28.26,C
Lake,2015,B,8757.692308,4.63,39.094802,-122.746757,60,48.38,D
Napa,2015,B,5500,4.63,38.5071,-122.325904,61.9,33.21,D
Solano,2015,B,714.2857143,4.63,38.267226,-121.939594,63.3,21.93,C
Sonoma,2015,B,36380,4.63,38.525182,-122.92611,59.6,44.13,E
Fresno,2015,B,141.3636364,4.63,36.761006,-119.655019,58.7,12.05,B
Madera,2015,B,2119.095238,4.63,37.209821,-119.749802,59.1,13.2,C
Merced,2015,B,42992.85714,4.63,37.194806,-120.722802,64.8,9.75,E
Riverside,2015,B,1083.7,4.63,33.729828,-116.002239,70.5,5.95,C
Monterey,2015,B,118.1818182,4.63,36.240107,-121.315572,61.5,19.92,B
San Benito,2015,B,1253.75,4.63,36.610702,-121.085296,61.9,15.53,C
Inyo,2015,B,1500,4.63,36.561977,-117.403927,63.4,5.23,C
San Bernardino,2015,B,2285.1,4.63,34.85722,-116.181197,68.8,5.81,C
San Diego,2015,B,18.33333333,4.63,33.023604,-116.776117,65.6,8.53,A
San Luis Obispo,2015,B,909.3023256,4.63,35.385224,-120.447544,62.6,12.52,C
Tulare,2015,B,4173,4.63,36.228824,-118.781061,57.3,14.35,D
Calaveras,2015,B,2568.711111,4.63,38.1839,-120.561441,61,28.38,D
San Joaquin,2015,B,1033.333333,4.63,37.934982,-121.272244,64.3,14.2,C
San Joaquin,2015,B,620,4.63,37.934982,-121.272244,64.3,14.2,C
San Joaquin,2015,B,442.8571429,4.63,37.934982,-121.272244,64.3,14.2,B
Stanislaus,2015,B,3975,4.63,37.562316,-121.002831,63.7,14.03,D
Stanislaus,2015,B,935.2941176,4.63,37.562316,-121.002831,63.7,14.03,C
Tuolumne,2015,B,556.36,4.63,38.021434,-119.964733,53,28.34,C
Amador,2014,B,8900,4.63,38.44355,-120.653856,59.9,12.36,D
El Dorado,2014,B,1100.020408,4.63,38.785532,-120.534398,55.7,17.06,C
Sacramento,2014,B,5.2,4.63,38.450011,-121.340441,63.3,5.53,A
Butte,2014,B,2155.966102,4.63,39.665959,-121.601919,61.2,11.84,C
Del Norte,2014,B,1672.916667,4.63,41.749903,-123.980998,53.3,32.95,C
Humboldt,2014,B,448.9361702,4.63,40.706673,-123.925818,54.5,19.88,B
Lassen,2014,B,10750,4.63,40.721086,-120.629952,48.3,8.27,E
Mendocino,2014,B,4753.596774,4.63,39.432388,-123.442881,56.5,14.32,D
Nevada,2014,B,745.9090909,4.63,39.297508,-120.771343,53.9,16.39,C
Yuba,2014,B,12848.2,4.63,39.266247,-121.340781,62.2,11.29,E
San Mateo,2014,B,25,4.63,37.414663,-122.371545,57.7,5.65,A
Santa Cruz,2014,B,125,4.63,37.012488,-122.007205,58.5,5.14,B
Alameda,2014,B,15066.8,4.63,37.647139,-121.912488,60.1,4.38,E
Contra Costa,2014,B,83.23076923,4.63,37.919479,-121.951543,61.4,4.62,A
Santa Clara,2014,B,119300,4.63,37.220777,-121.690622,59.4,4.34,E
Shasta,2014,B,5083.561644,4.63,40.760514,-122.043556,56.8,13.98,D
Siskiyou,2014,B,92.85714286,4.63,41.587986,-122.533287,50.3,15.09,A
Lake,2014,B,12.5,4.63,39.094802,-122.746757,58.9,10.92,A
Napa,2014,B,7460.533333,4.63,38.5071,-122.325904,60.7,5.87,D
Solano,2014,B,750,4.63,38.267226,-121.939594,62.1,4.51,C
Sonoma,2014,B,237.8787879,4.63,38.525182,-122.92611,58.1,9.15,B
Yolo,2014,B,0.25,4.63,38.679595,-121.902441,63.1,5.16,A
Glenn,2014,B,50,4.63,39.602546,-122.4017,61.7,6.12,A
Fresno,2014,B,205.9259259,4.63,36.761006,-119.655019,57.4,4.8,B
Madera,2014,B,245.4545455,4.63,37.209821,-119.749802,57.8,6.43,B
Mariposa,2014,B,666.6666667,4.63,37.570033,-119.91286,57,9.73,C
Riverside,2014,B,5128.339623,4.63,33.729828,-116.002239,69.5,3.9,D
San Benito,2014,B,171.4285714,4.63,36.610702,-121.085296,60.5,2.56,B
San Bernardino,2014,B,333.3333333,4.63,34.85722,-116.181197,67.7,3.66,B
San Diego,2014,B,560.75,4.63,33.023604,-116.776117,64.1,6.44,C
San Luis Obispo,2014,B,98.07692308,4.63,35.385224,-120.447544,61.2,2.19,A
Tulare,2014,B,10714.28571,4.63,36.228824,-118.781061,56.2,6.02,E
Calaveras,2014,B,1732.204545,4.63,38.1839,-120.561441,60,11.16,C
San Joaquin,2014,B,600,4.63,37.934982,-121.272244,62.7,4.07,C
San Joaquin,2014,B,200,4.63,37.934982,-121.272244,62.7,4.07,B
Stanislaus,2014,B,127.2727273,4.63,37.562316,-121.002831,62.5,3.71,B
Stanislaus,2014,B,155.5555556,4.63,37.562316,-121.002831,62.5,3.71,B
Tuolumne,2014,B,13109.34375,4.63,38.021434,-119.964733,51.7,13.58,E
Amador,2013,B,30.55555556,4.63,38.44355,-120.653856,58.1,37.06,A
El Dorado,2013,B,17235.81356,4.63,38.785532,-120.534398,54.3,47.71,E
Sacramento,2013,B,0.1538461538,4.63,38.450011,-121.340441,62.2,21.08,A
San Joaquin,2013,B,0.25,4.63,37.934982,-121.272244,61.9,15.19,A
San Joaquin,2013,B,1,4.63,37.934982,-121.272244,61.9,15.19,A
San Joaquin,2013,B,0.3333333333,4.63,37.934982,-121.272244,61.9,15.19,A
Butte,2013,B,329.6875,4.63,39.665959,-121.601919,59.6,47.17,B
Del Norte,2013,B,4,4.63,41.749903,-123.980998,51.6,91.93,A
Humboldt,2013,B,150.739726,4.63,40.706673,-123.925818,53.9,66.66,B
Lassen,2013,B,46.25,4.63,40.721086,-120.629952,47.5,20.07,A
Modoc,2013,B,1773.416667,4.63,41.592918,-120.71837,47,17.21,C
Plumas,2013,B,125,4.63,39.992295,-120.824371,47.9,47.05,B
Shasta,2013,B,1,4.63,40.760514,-122.043556,55.1,46.13,A
Shasta,2013,B,0.007692307692,4.63,40.760514,-122.043556,55.1,46.13,A
Shasta,2013,B,1,4.63,40.760514,-122.043556,55.1,46.13,A
Siskiyou,2013,B,200,4.63,41.587986,-122.533287,49.1,40.81,B
Siskiyou,2013,B,10,4.63,41.587986,-122.533287,49.1,40.81,A
Mendocino,2013,B,4333.71875,4.63,39.432388,-123.442881,55.2,53.36,D
Nevada,2013,B,400.6818182,4.63,39.297508,-120.771343,52.7,56.62,B
Yuba,2013,B,520.4594595,4.63,39.266247,-121.340781,60.9,43.65,C
San Mateo,2013,B,100,4.63,37.414663,-122.371545,56.5,30.35,
Santa Cruz,2013,B,37150.5,4.63,37.012488,-122.007205,57.2,32.92,E
Alameda,2013,B,185.1,4.63,37.647139,-121.912488,59,19.51,B
Contra Costa,2013,B,50,4.63,37.919479,-121.951543,59.9,21.29,A
Santa Clara,2013,B,518,4.63,37.220777,-121.690622,58.3,23.07,C
Stanislaus,2013,B,13142.85714,4.63,37.562316,-121.002831,61.7,13.85,E
Stanislaus,2013,B,8363.636364,4.63,37.562316,-121.002831,61.7,13.85,D
Trinity,2013,B,102.2727273,4.63,40.647724,-123.114404,52.5,60.47,B
Shasta,2013,B,55102,4.63,40.760514,-122.043556,55.1,46.13,E
Shasta,2013,B,423.8615385,4.63,40.760514,-122.043556,55.1,46.13,B
Shasta,2013,B,55102,4.63,40.760514,-122.043556,55.1,46.13,E
Shasta,2013,B,1,4.63,40.760514,-122.043556,55.1,46.13,A
Shasta,2013,B,0.007692307692,4.63,40.760514,-122.043556,55.1,46.13,A
Shasta,2013,B,1,4.63,40.760514,-122.043556,55.1,46.13,A
Siskiyou,2013,B,400,4.63,41.587986,-122.533287,49.1,40.81,B
Siskiyou,2013,B,20,4.63,41.587986,-122.533287,49.1,40.81,A
Colusa,2013,B,184,4.63,39.177739,-122.237563,61.4,26.83,B
Lake,2013,B,3163.714286,4.63,39.094802,-122.746757,56.9,47.76,D
Napa,2013,B,4482.1,4.63,38.5071,-122.325904,59.2,34.99,D
Solano,2013,B,8223.809524,4.63,38.267226,-121.939594,60.8,22.19,D
Sonoma,2013,B,3741.789474,4.63,38.525182,-122.92611,56.7,44.17,D
Yolo,2013,B,1153.846154,4.63,38.679595,-121.902441,61.9,23.13,C
Fresno,2013,B,385.3658537,4.63,36.761006,-119.655019,56.4,15.02,B
Madera,2013,B,187.2093023,4.63,37.209821,-119.749802,57,19.07,B
Mariposa,2013,B,21.05263158,4.63,37.570033,-119.91286,56,27.26,A
Riverside,2013,B,198.3050847,4.63,33.729828,-116.002239,69.3,7.01,B
Monterey,2013,B,73.29411765,4.63,36.240107,-121.315572,58.6,18.6,A
San Benito,2013,B,1622.222222,4.63,36.610702,-121.085296,59.1,16,C
San Bernardino,2013,B,0.9259259259,4.63,34.85722,-116.181197,67.6,5.64,A
San Diego,2013,B,2290.666667,4.63,33.023604,-116.776117,63.5,10.64,C
San Luis Obispo,2013,B,375,4.63,35.385224,-120.447544,60,12.44,B
Tulare,2013,B,4.137931034,4.63,36.228824,-118.781061,55.2,16.29,A
Calaveras,2013,B,386.7735849,4.63,38.1839,-120.561441,58.6,34.53,B
San Joaquin,2013,B,25,4.63,37.934982,-121.272244,61.9,15.19,A
San Joaquin,2013,B,100,4.63,37.934982,-121.272244,61.9,15.19,
San Joaquin,2013,B,33.33333333,4.63,37.934982,-121.272244,61.9,15.19,A
Stanislaus,2013,B,752.8571429,4.63,37.562316,-121.002831,61.7,13.85,C
Stanislaus,2013,B,479.0909091,4.63,37.562316,-121.002831,61.7,13.85,B
Tuolumne,2013,B,3549,4.63,38.021434,-119.964733,50.7,37.14,D
Amador,2012,B,344.4444444,4.63,38.44355,-120.653856,56.3,35.12,B
El Dorado,2012,B,1358.357143,4.63,38.785532,-120.534398,52.5,45.89,C
Sacramento,2012,B,33978,4.63,38.450011,-121.340441,60.7,18.45,E
Butte,2012,B,6181.25,4.63,39.665959,-121.601919,58.3,44,D
Humboldt,2012,B,720.5882353,4.63,40.706673,-123.925818,52.9,59.53,C
Lassen,2012,B,13.2,4.63,40.721086,-120.629952,45.9,18.73,A
Modoc,2012,B,8.333333333,4.63,41.592918,-120.71837,45.6,15.5,A
Mendocino,2012,B,0.04255319149,4.63,39.432388,-123.442881,54.2,48.41,A
Nevada,2012,B,933.3333333,4.63,39.297508,-120.771343,50.8,48.72,C
Yuba,2012,B,1094.117647,4.63,39.266247,-121.340781,59.2,37.48,C
San Mateo,2012,B,3333.666667,4.63,37.414663,-122.371545,55.9,24.73,D
Santa Cruz,2012,B,4111.428571,4.63,37.012488,-122.007205,56.2,30.2,D
Alameda,2012,B,200,4.63,37.647139,-121.912488,58,15.57,B
Contra Costa,2012,B,39,4.63,37.919479,-121.951543,58.8,17.16,A
Santa Clara,2012,B,227.8888889,4.63,37.220777,-121.690622,57.2,20.93,B
San Joaquin,2012,B,300,4.63,37.934982,-121.272244,60.6,12.28,B
San Joaquin,2012,B,300,4.63,37.934982,-121.272244,60.6,12.28,B
San Joaquin,2012,B,85.71428571,4.63,37.934982,-121.272244,60.6,12.28,A
Trinity,2012,B,269.2307692,4.63,40.647724,-123.114404,51,54.95,B
Shasta,2012,B,388.3928571,4.63,40.760514,-122.043556,53.8,39.98,B
Siskiyou,2012,B,272.4137931,4.63,41.587986,-122.533287,47.5,35.83,B
Lake,2012,B,1549.333333,4.63,39.094802,-122.746757,55.9,42.31,C
Napa,2012,B,4080.15,4.63,38.5071,-122.325904,58.2,30.78,D
Solano,2012,B,133.5555556,4.63,38.267226,-121.939594,59.7,19.05,B
Sonoma,2012,B,13823.02,4.63,38.525182,-122.92611,55.9,38.53,E
Yolo,2012,B,1,4.63,38.679595,-121.902441,60.7,20.58,A
Glenn,2012,B,66.66666667,4.63,39.602546,-122.4017,58.8,25.49,A
Fresno,2012,B,8852.603448,4.63,36.761006,-119.655019,54.5,17.94,D
Kings,2012,B,100,4.63,36.072478,-119.81553,62.4,6.28,
Madera,2012,B,82.69230769,4.63,37.209821,-119.749802,55,20.63,A
Mariposa,2012,B,216.6666667,4.63,37.570033,-119.91286,54,29.3,B
Merced,2012,B,333.3333333,4.63,37.194806,-120.722802,61.1,9.79,B
Riverside,2012,B,4426.829268,4.63,33.729828,-116.002239,67.6,6.27,D
Monterey,2012,B,10858.62857,4.63,36.240107,-121.315572,57.5,20.35,E
San Benito,2012,B,90.90909091,4.63,36.610702,-121.085296,57.7,16.86,A
San Bernardino,2012,B,23.33333333,4.63,34.85722,-116.181197,65.7,4.79,A
San Diego,2012,B,11,4.63,33.023604,-116.776117,62.2,12.54,A
San Luis Obispo,2012,B,504.8780488,4.63,35.385224,-120.447544,58.4,16,C
Tulare,2012,B,88.73333333,4.63,36.228824,-118.781061,53.5,19.6,A
Calaveras,2012,B,1607.772727,4.63,38.1839,-120.561441,56.7,33.76,C
San Joaquin,2012,B,2500,4.63,37.934982,-121.272244,60.6,12.28,
San Joaquin,2012,B,2500,4.63,37.934982,-121.272244,60.6,12.28,
San Joaquin,2012,B,714.2857143,4.63,37.934982,-121.272244,60.6,12.28,C
Stanislaus,2012,B,350,4.63,37.562316,-121.002831,60.1,12,B
Stanislaus,2012,B,127.2727273,4.63,37.562316,-121.002831,60.1,12,B
Tuolumne,2012,B,394.1538462,4.63,38.021434,-119.964733,48.7,42.1,B
Amador,2011,B,52.17391304,4.63,38.44355,-120.653856,56.6,47.35,A
El Dorado,2011,B,1218.918919,4.63,38.785532,-120.534398,52.8,56.65,C
Butte,2011,B,1990.322581,4.63,39.665959,-121.601919,58.6,47.12,C
Humboldt,2011,B,118.2121212,4.63,40.706673,-123.925818,53.7,69.02,B
Lassen,2011,B,848.3636364,4.63,40.721086,-120.629952,46.6,20.36,C
Modoc,2011,B,148.3636364,4.63,41.592918,-120.71837,46,18.26,B
Mendocino,2011,B,827.2962963,4.63,39.432388,-123.442881,54.5,57.35,C
Nevada,2011,B,64.28571429,4.63,39.297508,-120.771343,51.1,60.01,A
Yuba,2011,B,2360.636364,4.63,39.266247,-121.340781,59.5,42.5,C
Santa Cruz,2011,B,105.3157895,4.63,37.012488,-122.007205,56.4,34.72,B
Alameda,2011,B,162.5,4.63,37.647139,-121.912488,58.3,18.83,B
Contra Costa,2011,B,107.8125,4.63,37.919479,-121.951543,58.9,19.52,B
Santa Clara,2011,B,514.2857143,4.63,37.220777,-121.690622,57.5,24.95,C
San Joaquin,2011,B,50,4.63,37.934982,-121.272244,60.9,16.6,A
San Joaquin,2011,B,35.71428571,4.63,37.934982,-121.272244,60.9,16.6,A
San Joaquin,2011,B,50,4.63,37.934982,-121.272244,60.9,16.6,A
Stanislaus,2011,B,618.1818182,4.63,37.562316,-121.002831,60.3,16.65,C
Stanislaus,2011,B,234.4827586,4.63,37.562316,-121.002831,60.3,16.65,B
Trinity,2011,B,6000,4.63,40.647724,-123.114404,51.8,62.15,D
Trinity,2011,B,300,4.63,40.647724,-123.114404,51.8,62.15,B
Shasta,2011,B,258.1081081,4.63,40.760514,-122.043556,54,44.67,B
Siskiyou,2011,B,250202,4.63,41.587986,-122.533287,48.1,40.48,E
Siskiyou,2011,B,13900.11111,4.63,41.587986,-122.533287,48.1,40.48,E
Colusa,2011,B,4333.333333,4.63,39.177739,-122.237563,60.3,27.95,D
Lake,2011,B,16662.5,4.63,39.094802,-122.746757,55.9,50.42,E
Napa,2011,B,255.8823529,4.63,38.5071,-122.325904,58.4,33.41,B
Solano,2011,B,43.33333333,4.63,38.267226,-121.939594,59.9,20.93,A
Sonoma,2011,B,9206.666667,4.63,38.525182,-122.92611,56.2,44.47,D
Yolo,2011,B,2500.142857,4.63,38.679595,-121.902441,60.9,22.15,D
Fresno,2011,B,335.5810811,4.63,36.761006,-119.655019,54.6,27.1,B
Kings,2011,B,200,4.63,36.072478,-119.81553,62.8,11.91,B
Madera,2011,B,215.5555556,4.63,37.209821,-119.749802,55.2,30.47,B
Mariposa,2011,B,194.4444444,4.63,37.570033,-119.91286,54.1,40.99,B
Riverside,2011,B,2121.666667,4.63,33.729828,-116.002239,67.7,8.74,C
Monterey,2011,B,59.65517241,4.63,36.240107,-121.315572,57.9,23.99,A
San Benito,2011,B,11.5625,4.63,36.610702,-121.085296,57.9,21.03,A
San Bernardino,2011,B,3131.863636,4.63,34.85722,-116.181197,65.8,8.49,D
San Diego,2011,B,1095.348837,4.63,33.023604,-116.776117,61.9,19.04,C
San Luis Obispo,2011,B,503.5087719,4.63,35.385224,-120.447544,58.6,22.65,C
Tulare,2011,B,1039.814815,4.63,36.228824,-118.781061,53.5,31.14,C
Calaveras,2011,B,1689.516129,4.63,38.1839,-120.561441,57,46.92,C
San Joaquin,2011,B,1242,4.63,37.934982,-121.272244,60.9,16.6,C
San Joaquin,2011,B,887.1428571,4.63,37.934982,-121.272244,60.9,16.6,C
San Joaquin,2011,B,1242,4.63,37.934982,-121.272244,60.9,16.6,C
Stanislaus,2011,B,1631.818182,4.63,37.562316,-121.002831,60.3,16.65,C
Stanislaus,2011,B,618.9655172,4.63,37.562316,-121.002831,60.3,16.65,C
Tuolumne,2011,B,227.6585366,4.63,38.021434,-119.964733,48.9,54.61,B
Amador,2010,B,333.3333333,4.63,38.44355,-120.653856,58,34.41,B
El Dorado,2010,B,1378.947368,4.63,38.785532,-120.534398,54,42.46,C
Sacramento,2010,B,253.3333333,4.63,38.450011,-121.340441,62,20.46,B
Butte,2010,B,846.3,4.63,39.665959,-121.601919,59.7,45.57,C
Humboldt,2010,B,108.3333333,4.63,40.706673,-123.925818,54.3,56.34,B
Lassen,2010,B,24.11111111,4.63,40.721086,-120.629952,47.1,18.44,A
Modoc,2010,B,102.4,4.63,41.592918,-120.71837,47,14.94,B
Mendocino,2010,B,88.88888889,4.63,39.432388,-123.442881,55.3,49.28,A
Nevada,2010,B,457.1428571,4.63,39.297508,-120.771343,52.4,48.42,B
Sierra,2010,B,3333.333333,4.63,39.576925,-120.521993,47.5,44.87,D
Yuba,2010,B,729.1666667,4.63,39.266247,-121.340781,60.6,37.35,C
San Mateo,2010,B,228.5714286,4.63,37.414663,-122.371545,56.6,31.09,B
Santa Cruz,2010,B,9533.333333,4.63,37.012488,-122.007205,56.9,36.54,D
Alameda,2010,B,3894.230769,4.63,37.647139,-121.912488,58.9,21.39,D
Contra Costa,2010,B,500,4.63,37.919479,-121.951543,59.8,22.87,
Santa Clara,2010,B,154.5454545,4.63,37.220777,-121.690622,58.3,26.47,B
San Joaquin,2010,B,16.66666667,4.63,37.934982,-121.272244,61.9,13.59,A
San Joaquin,2010,B,12.5,4.63,37.934982,-121.272244,61.9,13.59,A
San Joaquin,2010,B,33.33333333,4.63,37.934982,-121.272244,61.9,13.59,A
Stanislaus,2010,B,218.75,4.63,37.562316,-121.002831,61.6,14.15,B
Stanislaus,2010,B,218.75,4.63,37.562316,-121.002831,61.6,14.15,B
Trinity,2010,B,240,4.63,40.647724,-123.114404,52.7,55.33,B
Shasta,2010,B,623.1343284,4.63,40.760514,-122.043556,55.2,45.66,C
Siskiyou,2010,B,241.6666667,4.63,41.587986,-122.533287,49.2,33.62,B
Lake,2010,B,41.66666667,4.63,39.094802,-122.746757,56.9,48.39,A
Napa,2010,B,59.48275862,4.63,38.5071,-122.325904,59.2,36.09,A
Solano,2010,B,81.81818182,4.63,38.267226,-121.939594,60.8,24.21,A
Sonoma,2010,B,3021.944444,4.63,38.525182,-122.92611,56.9,43.61,D
Yolo,2010,B,0.2857142857,4.63,38.679595,-121.902441,61.9,24.61,A
Glenn,2010,B,1000,4.63,39.602546,-122.4017,60,31.61,C
Amador,2022,C,1000000,54.5,38.44355,-120.653856,60.1,28.26,E
Butte,2022,C,11714.28571,54.5,39.665959,-121.601919,61.9,31.65,E
Calaveras,2022,C,2038.333333,54.5,38.1839,-120.561441,60.6,26.48,C
Contra Costa,2022,C,2857.142857,54.5,37.919479,-121.951543,61.3,14.62,D
El Dorado,2022,C,58000,54.5,38.785532,-120.534398,56.3,36.22,E
Fresno,2022,C,4780,54.5,36.761006,-119.655019,57.7,12.89,D
Inyo,2022,C,4500000,54.5,36.561977,-117.403927,63,3.96,E
Lake,2022,C,50,54.5,39.094802,-122.746757,59.2,31.53,A
Madera,2022,C,4000,54.5,37.209821,-119.749802,58,14.89,D
Mariposa,2022,C,6400,54.5,37.570033,-119.91286,57.2,21.48,D
Mendocino,2022,C,600,54.5,39.432388,-123.442881,56.8,37.23,C
Nevada,2022,C,338366.6667,54.5,39.297508,-120.771343,54.5,42.72,E
Riverside,2022,C,37.5,54.5,33.729828,-116.002239,70.2,4.11,A
Sacramento,2022,C,38750,54.5,38.450011,-121.340441,63.4,14.81,E
San Benito,2022,C,5333.333333,54.5,36.610702,-121.085296,60.4,10.44,D
San Bernardino,2022,C,80000,54.5,34.85722,-116.181197,68.5,3.5,E
San Diego,2022,C,250,54.5,33.023604,-116.776117,64.3,9.24,B
San Luis Obispo,2022,C,150,54.5,35.385224,-120.447544,61,10.77,B
Siskiyou,2022,C,250,54.5,41.587986,-122.533287,51.2,25.42,B
Solano,2022,C,100000,54.5,38.267226,-121.939594,62,15.88,E
Sonoma,2022,C,1100,54.5,38.525182,-122.92611,57.9,30.79,C
Stanislaus,2022,C,9066.666667,54.5,37.562316,-121.002831,63,10.43,D
Tulare,2022,C,2000,54.5,36.228824,-118.781061,56.3,15.42,C
Tuolumne,2022,C,127100,54.5,38.021434,-119.964733,52.4,30.18,E
Yuba,2022,C,461716.6667,54.5,39.266247,-121.340781,62.7,28.93,E
Butte,2021,C,3050,54.5,39.665959,-121.601919,62.4,20.13,D
Calaveras,2021,C,1000,54.5,38.1839,-120.561441,60.8,24.21,C
El Dorado,2021,C,32000,54.5,38.785532,-120.534398,56.4,28.75,E
Fresno,2021,C,6618.181818,54.5,36.761006,-119.655019,57.7,12.89,D
Inyo,2021,C,100,54.5,36.561977,-117.403927,62.6,3.6,
Lassen,2021,C,10000,54.5,40.721086,-120.629952,49.1,11.18,
Madera,2021,C,19140,54.5,37.209821,-119.749802,58.1,14.33,E
Mendocino,2021,C,9785.714286,54.5,39.432388,-123.442881,57.8,22.53,D
Merced,2021,C,1159,54.5,37.194806,-120.722802,63.4,8.62,C
Nevada,2021,C,165000,54.5,39.297508,-120.771343,54.5,29.71,E
Riverside,2021,C,214.2857143,54.5,33.729828,-116.002239,70.2,7.84,B
San Bernardino,2021,C,2500,54.5,34.85722,-116.181197,68.1,5.26,
San Diego,2021,C,50,54.5,33.023604,-116.776117,64.6,13.34,A
Santa Clara,2021,C,500,54.5,37.220777,-121.690622,60.6,14.99,
Santa Cruz,2021,C,7500,54.5,37.012488,-122.007205,59.4,19.15,D
Shasta,2021,C,118750,54.5,40.760514,-122.043556,57.4,23.4,E
Stanislaus,2021,C,22800,54.5,37.562316,-121.002831,63.1,9.66,E
Tulare,2021,C,2456.875,54.5,36.228824,-118.781061,56.2,13.87,C
Tuolumne,2021,C,1140,54.5,38.021434,-119.964733,52.5,26.64,C
Yolo,2021,C,55000,54.5,38.679595,-121.902441,64,8.03,E
Yuba,2021,C,5000,54.5,39.266247,-121.340781,63,18.99,D
Alameda,2020,C,1703.75,54.5,37.647139,-121.912488,59.5,20.11,C
Butte,2020,C,10636.36364,54.5,39.665959,-121.601919,60.1,52.15,E
Calaveras,2020,C,26714.28571,54.5,38.1839,-120.561441,58.1,42.66,E
Contra Costa,2020,C,1513.636364,54.5,37.919479,-121.951543,60.5,20.17,C
